FIPS Code,State and area,Year,Month,Population,Labor_Force_Total,Labor_Force_Percent_of_Population,Employment_Total,Employment_Percent_of_Population,Unemployment_Total,Unemployment_Rate
17,Illinois,2018,05,"10,133,438   ","6,569,189   ",64.8   ,"6,289,884   ",62.1   ,"279,305   ",4.3   
18,Indiana,2018,05,"5,218,582   ","3,397,146   ",65.1   ,"3,282,686   ",62.9   ,"114,460   ",3.4   
19,Iowa,2018,05,"2,472,544   ","1,715,246   ",69.4   ,"1,672,897   ",67.7   ,"42,349   ",2.5   
20,Kansas,2018,05,"2,232,487   ","1,489,930   ",66.7   ,"1,441,610   ",64.6   ,"48,320   ",3.2   
21,Kentucky,2018,05,"3,499,860   ","2,059,982   ",58.9   ,"1,973,366   ",56.4   ,"86,616   ",4.2   
22,Louisiana,2018,05,"3,584,082   ","2,121,315   ",59.2   ,"2,017,213   ",56.3   ,"104,102   ",4.9   
23,Maine,2018,05,"1,111,321   ","704,803   ",63.4   ,"683,346   ",61.5   ,"21,457   ",3.0   
24,Maryland,2018,05,"4,819,714   ","3,257,325   ",67.6   ,"3,140,910   ",65.2   ,"116,415   ",3.6   
25,Massachusetts,2018,05,"5,688,772   ","3,814,481   ",67.1   ,"3,680,651   ",64.7   ,"133,830   ",3.5   
26,Michigan,2018,05,"8,025,213   ","4,942,048   ",61.6   ,"4,741,589   ",59.1   ,"200,459   ",4.1   
27,Minnesota,2018,05,"4,412,550   ","3,083,692   ",69.9   ,"2,990,930   ",67.8   ,"92,762   ",3.0   
28,Mississippi,2018,05,"2,279,781   ","1,271,515   ",55.8   ,"1,209,571   ",53.1   ,"61,944   ",4.9   
29,Missouri,2018,05,"4,787,733   ","3,048,818   ",63.7   ,"2,953,852   ",61.7   ,"94,966   ",3.1   
30,Montana,2018,05,"844,247   ","533,705   ",63.2   ,"513,664   ",60.8   ,"20,041   ",3.8   
31,Nebraska,2018,05,"1,482,532   ","1,033,500   ",69.7   ,"1,004,452   ",67.8   ,"29,048   ",2.8   
32,Nevada,2018,05,"2,350,796   ","1,487,956   ",63.3   ,"1,423,421   ",60.6   ,"64,535   ",4.3   
33,New Hampshire,2018,05,"1,119,451   ","768,618   ",68.7   ,"748,124   ",66.8   ,"20,494   ",2.7   
34,New Jersey,2018,05,"7,305,284   ","4,614,871   ",63.2   ,"4,425,701   ",60.6   ,"189,170   ",4.1   
35,New Mexico,2018,05,"1,632,860   ","950,167   ",58.2   ,"904,933   ",55.4   ,"45,234   ",4.8   
36,New York,2018,05,"16,210,903   ","9,849,643   ",60.8   ,"9,446,654   ",58.3   ,"402,989   ",4.1   
51000,New York city,2018,05,"7,104,573   ","4,289,203   ",60.4   ,"4,114,747   ",57.9   ,"174,456   ",4.1   
37,North Carolina,2018,05,"8,018,504   ","4,916,728   ",61.3   ,"4,723,782   ",58.9   ,"192,946   ",3.9   
38,North Dakota,2018,05,"589,484   ","413,311   ",70.1   ,"403,552   ",68.5   ,"9,759   ",2.4   
39,Ohio,2018,05,"9,261,775   ","5,821,048   ",62.9   ,"5,557,458   ",60.0   ,"263,590   ",4.5   
40,Oklahoma,2018,05,"2,994,578   ","1,837,832   ",61.4   ,"1,777,529   ",59.4   ,"60,303   ",3.3   
41,Oregon,2018,05,"3,361,266   ","2,078,801   ",61.8   ,"1,998,452   ",59.5   ,"80,349   ",3.9   
42,Pennsylvania,2018,05,"10,383,171   ","6,497,870   ",62.6   ,"6,208,874   ",59.8   ,"288,996   ",4.4   
44,Rhode Island,2018,05,"886,963   ","572,394   ",64.5   ,"549,460   ",61.9   ,"22,934   ",4.0   
45,South Carolina,2018,05,"3,940,784   ","2,271,621   ",57.6   ,"2,197,624   ",55.8   ,"73,997   ",3.3   
46,South Dakota,2018,05,"662,462   ","457,874   ",69.1   ,"445,072   ",67.2   ,"12,802   ",2.8   
47,Tennessee,2018,05,"5,334,740   ","3,258,091   ",61.1   ,"3,144,161   ",58.9   ,"113,930   ",3.5   
48,Texas,2018,05,"21,397,027   ","13,689,632   ",64.0   ,"13,150,005   ",61.5   ,"539,627   ",3.9   
49,Utah,2018,05,"2,305,729   ","1,582,778   ",68.6   ,"1,536,229   ",66.6   ,"46,549   ",2.9   
50,Vermont,2018,05,"529,780   ","357,458   ",67.5   ,"347,703   ",65.6   ,"9,755   ",2.7   
51,Virginia,2018,05,"6,662,762   ","4,389,088   ",65.9   ,"4,260,902   ",64.0   ,"128,186   ",2.9   
53,Washington,2018,05,"5,932,373   ","3,803,383   ",64.1   ,"3,637,673   ",61.3   ,"165,710   ",4.4   
54,West Virginia,2018,05,"1,459,408   ","794,963   ",54.5   ,"753,339   ",51.6   ,"41,624   ",5.2   
55,Wisconsin,2018,05,"4,639,055   ","3,139,203   ",67.7   ,"3,045,068   ",65.6   ,"94,135   ",3.0   
56,Wyoming,2018,05,"445,346   ","292,911   ",65.8   ,"281,245   ",63.2   ,"11,666   ",4.0   
01,Alabama,2018,06,"3,909,702   ","2,240,876   ",57.3   ,"2,153,088   ",55.1   ,"87,788   ",3.9   
02,Alaska,2018,06,"545,656   ","356,039   ",65.2   ,"335,039   ",61.4   ,"21,000   ",5.9   
04,Arizona,2018,06,"5,428,220   ","3,323,615   ",61.2   ,"3,168,258   ",58.4   ,"155,357   ",4.7   
05,Arkansas,2018,06,"2,320,405   ","1,350,393   ",58.2   ,"1,302,450   ",56.1   ,"47,943   ",3.6   
06,California,2018,06,"30,958,017   ","19,310,277   ",62.4   ,"18,499,191   ",59.8   ,"811,086   ",4.2   
037,Los Angeles County,2018,06,"8,083,634   ","5,127,499   ",63.4   ,"4,892,858   ",60.5   ,"234,641   ",4.6   
08,Colorado,2018,06,"4,448,692   ","3,055,260   ",68.7   ,"2,961,635   ",66.6   ,"93,625   ",3.1   
09,Connecticut,2018,06,"2,909,766   ","1,932,975   ",66.4   ,"1,857,475   ",63.8   ,"75,500   ",3.9   
10,Delaware,2018,06,"772,278   ","480,865   ",62.3   ,"462,940   ",59.9   ,"17,925   ",3.7   
11,District of Columbia,2018,06,"561,617   ","396,555   ",70.6   ,"374,476   ",66.7   ,"22,079   ",5.6   
12,Florida,2018,06,"17,049,926   ","10,115,702   ",59.3   ,"9,743,983   ",57.1   ,"371,719   ",3.7   
13,Georgia,2018,06,"8,090,732   ","5,126,075   ",63.4   ,"4,923,125   ",60.8   ,"202,950   ",4.0   
15,Hawaii,2018,06,"1,124,239   ","695,460   ",61.9   ,"678,739   ",60.4   ,"16,721   ",2.4   
16,Idaho,2018,06,"1,344,391   ","862,277   ",64.1   ,"837,905   ",62.3   ,"24,372   ",2.8   
17,Illinois,2018,06,"10,133,166   ","6,567,583   ",64.8   ,"6,288,689   ",62.1   ,"278,894   ",4.2   
18,Indiana,2018,06,"5,221,880   ","3,401,133   ",65.1   ,"3,285,345   ",62.9   ,"115,788   ",3.4   
19,Iowa,2018,06,"2,473,443   ","1,717,407   ",69.4   ,"1,675,364   ",67.7   ,"42,043   ",2.4   
20,Kansas,2018,06,"2,233,200   ","1,490,052   ",66.7   ,"1,441,918   ",64.6   ,"48,134   ",3.2   
21,Kentucky,2018,06,"3,501,036   ","2,059,666   ",58.8   ,"1,972,763   ",56.3   ,"86,903   ",4.2   
22,Louisiana,2018,06,"3,584,064   ","2,117,268   ",59.1   ,"2,013,800   ",56.2   ,"103,468   ",4.9   
23,Maine,2018,06,"1,111,870   ","705,076   ",63.4   ,"683,071   ",61.4   ,"22,005   ",3.1   
24,Maryland,2018,06,"4,821,830   ","3,258,941   ",67.6   ,"3,142,186   ",65.2   ,"116,755   ",3.6   
25,Massachusetts,2018,06,"5,692,352   ","3,819,644   ",67.1   ,"3,687,249   ",64.8   ,"132,395   ",3.5   
26,Michigan,2018,06,"8,028,101   ","4,941,326   ",61.6   ,"4,742,855   ",59.1   ,"198,471   ",4.0   
27,Minnesota,2018,06,"4,416,015   ","3,083,120   ",69.8   ,"2,991,009   ",67.7   ,"92,111   ",3.0   
28,Mississippi,2018,06,"2,279,339   ","1,270,120   ",55.7   ,"1,208,494   ",53.0   ,"61,626   ",4.9   
29,Missouri,2018,06,"4,789,319   ","3,046,437   ",63.6   ,"2,953,871   ",61.7   ,"92,566   ",3.0   
30,Montana,2018,06,"845,011   ","534,186   ",63.2   ,"514,200   ",60.9   ,"19,986   ",3.7   
31,Nebraska,2018,06,"1,483,492   ","1,034,439   ",69.7   ,"1,005,173   ",67.8   ,"29,266   ",2.8   
32,Nevada,2018,06,"2,355,025   ","1,489,801   ",63.3   ,"1,427,861   ",60.6   ,"61,940   ",4.2   
33,New Hampshire,2018,06,"1,120,183   ","769,241   ",68.7   ,"748,953   ",66.9   ,"20,288   ",2.6   
34,New Jersey,2018,06,"7,308,928   ","4,616,059   ",63.2   ,"4,429,793   ",60.6   ,"186,266   ",4.0   
35,New Mexico,2018,06,"1,633,467   ","950,210   ",58.2   ,"905,561   ",55.4   ,"44,649   ",4.7   
36,New York,2018,06,"16,215,038   ","9,851,785   ",60.8   ,"9,456,523   ",58.3   ,"395,262   ",4.0   
51000,New York city,2018,06,"7,105,823   ","4,285,456   ",60.3   ,"4,113,274   ",57.9   ,"172,182   ",4.0   
37,North Carolina,2018,06,"8,027,144   ","4,919,386   ",61.3   ,"4,726,499   ",58.9   ,"192,887   ",3.9   
38,North Dakota,2018,06,"589,727   ","412,461   ",69.9   ,"403,021   ",68.3   ,"9,440   ",2.3   
39,Ohio,2018,06,"9,264,784   ","5,822,385   ",62.8   ,"5,560,741   ",60.0   ,"261,644   ",4.5   
40,Oklahoma,2018,06,"2,995,564   ","1,835,106   ",61.3   ,"1,776,613   ",59.3   ,"58,493   ",3.2   
41,Oregon,2018,06,"3,364,552   ","2,077,632   ",61.8   ,"1,997,378   ",59.4   ,"80,254   ",3.9   
42,Pennsylvania,2018,06,"10,386,487   ","6,500,754   ",62.6   ,"6,215,689   ",59.8   ,"285,065   ",4.4   
44,Rhode Island,2018,06,"887,494   ","572,502   ",64.5   ,"549,846   ",62.0   ,"22,656   ",4.0   
45,South Carolina,2018,06,"3,945,142   ","2,275,744   ",57.7   ,"2,201,713   ",55.8   ,"74,031   ",3.3   
46,South Dakota,2018,06,"662,857   ","457,891   ",69.1   ,"445,209   ",67.2   ,"12,682   ",2.8   
47,Tennessee,2018,06,"5,339,838   ","3,263,491   ",61.1   ,"3,149,229   ",59.0   ,"114,262   ",3.5   
48,Texas,2018,06,"21,422,757   ","13,698,819   ",63.9   ,"13,164,873   ",61.5   ,"533,946   ",3.9   
49,Utah,2018,06,"2,310,201   ","1,584,690   ",68.6   ,"1,538,169   ",66.6   ,"46,521   ",2.9   
50,Vermont,2018,06,"529,993   ","357,324   ",67.4   ,"347,882   ",65.6   ,"9,442   ",2.6   
51,Virginia,2018,06,"6,666,511   ","4,384,613   ",65.8   ,"4,260,628   ",63.9   ,"123,985   ",2.8   
53,Washington,2018,06,"5,940,220   ","3,810,268   ",64.1   ,"3,645,916   ",61.4   ,"164,352   ",4.3   
54,West Virginia,2018,06,"1,458,798   ","795,470   ",54.5   ,"754,445   ",51.7   ,"41,025   ",5.2   
55,Wisconsin,2018,06,"4,641,540   ","3,134,897   ",67.5   ,"3,040,232   ",65.5   ,"94,665   ",3.0   
56,Wyoming,2018,06,"445,384   ","292,974   ",65.8   ,"281,239   ",63.1   ,"11,735   ",4.0   
01,Alabama,2018,07,"3,911,713   ","2,242,350   ",57.3   ,"2,155,244   ",55.1   ,"87,106   ",3.9   
02,Alaska,2018,07,"545,602   ","355,570   ",65.2   ,"334,734   ",61.4   ,"20,836   ",5.9   
04,Arizona,2018,07,"5,436,195   ","3,332,174   ",61.3   ,"3,175,224   ",58.4   ,"156,950   ",4.7   
05,Arkansas,2018,07,"2,321,224   ","1,350,271   ",58.2   ,"1,302,622   ",56.1   ,"47,649   ",3.5   
06,California,2018,07,"30,972,011   ","19,305,159   ",62.3   ,"18,495,803   ",59.7   ,"809,356   ",4.2   
037,Los Angeles County,2018,07,"8,083,694   ","5,121,383   ",63.4   ,"4,886,914   ",60.5   ,"234,469   ",4.6   
08,Colorado,2018,07,"4,455,356   ","3,057,518   ",68.6   ,"2,962,584   ",66.5   ,"94,934   ",3.1   
09,Connecticut,2018,07,"2,910,761   ","1,934,953   ",66.5   ,"1,860,403   ",63.9   ,"74,550   ",3.9   
10,Delaware,2018,07,"773,056   ","480,159   ",62.1   ,"462,621   ",59.8   ,"17,538   ",3.7   
11,District of Columbia,2018,07,"561,922   ","395,373   ",70.4   ,"373,837   ",66.5   ,"21,536   ",5.4   
12,Florida,2018,07,"17,070,214   ","10,121,611   ",59.3   ,"9,756,396   ",57.2   ,"365,215   ",3.6   
13,Georgia,2018,07,"8,099,567   ","5,118,911   ",63.2   ,"4,919,133   ",60.7   ,"199,778   ",3.9   
15,Hawaii,2018,07,"1,124,554   ","693,476   ",61.7   ,"677,020   ",60.2   ,"16,456   ",2.4   
16,Idaho,2018,07,"1,347,106   ","863,502   ",64.1   ,"838,950   ",62.3   ,"24,552   ",2.8   
17,Illinois,2018,07,"10,133,045   ","6,564,878   ",64.8   ,"6,285,128   ",62.0   ,"279,750   ",4.3   
18,Indiana,2018,07,"5,225,213   ","3,400,096   ",65.1   ,"3,283,445   ",62.8   ,"116,651   ",3.4   
19,Iowa,2018,07,"2,474,347   ","1,718,261   ",69.4   ,"1,676,213   ",67.7   ,"42,048   ",2.4   
20,Kansas,2018,07,"2,233,894   ","1,489,304   ",66.7   ,"1,441,266   ",64.5   ,"48,038   ",3.2   
21,Kentucky,2018,07,"3,502,213   ","2,057,693   ",58.8   ,"1,970,705   ",56.3   ,"86,988   ",4.2   
22,Louisiana,2018,07,"3,584,149   ","2,111,633   ",58.9   ,"2,009,598   ",56.1   ,"102,035   ",4.8   
23,Maine,2018,07,"1,112,485   ","704,748   ",63.3   ,"682,283   ",61.3   ,"22,465   ",3.2   
24,Maryland,2018,07,"4,823,986   ","3,259,888   ",67.6   ,"3,142,300   ",65.1   ,"117,588   ",3.6   
25,Massachusetts,2018,07,"5,695,988   ","3,821,286   ",67.1   ,"3,690,611   ",64.8   ,"130,675   ",3.4   
26,Michigan,2018,07,"8,031,056   ","4,939,428   ",61.5   ,"4,740,742   ",59.0   ,"198,686   ",4.0   
27,Minnesota,2018,07,"4,419,549   ","3,082,249   ",69.7   ,"2,990,007   ",67.7   ,"92,242   ",3.0   
28,Mississippi,2018,07,"2,278,911   ","1,267,726   ",55.6   ,"1,206,401   ",52.9   ,"61,325   ",4.8   
29,Missouri,2018,07,"4,790,926   ","3,043,321   ",63.5   ,"2,952,342   ",61.6   ,"90,979   ",3.0   
30,Montana,2018,07,"845,803   ","534,382   ",63.2   ,"514,473   ",60.8   ,"19,909   ",3.7   
31,Nebraska,2018,07,"1,484,415   ","1,035,036   ",69.7   ,"1,005,408   ",67.7   ,"29,628   ",2.9   
32,Nevada,2018,07,"2,359,210   ","1,491,725   ",63.2   ,"1,431,447   ",60.7   ,"60,278   ",4.0   
33,New Hampshire,2018,07,"1,120,911   ","769,191   ",68.6   ,"749,155   ",66.8   ,"20,036   ",2.6   
34,New Jersey,2018,07,"7,312,595   ","4,614,076   ",63.1   ,"4,431,488   ",60.6   ,"182,588   ",4.0   
35,New Mexico,2018,07,"1,634,094   ","949,860   ",58.1   ,"905,474   ",55.4   ,"44,386   ",4.7   
36,New York,2018,07,"16,219,309   ","9,849,030   ",60.7   ,"9,459,881   ",58.3   ,"389,149   ",4.0   
51000,New York city,2018,07,"7,107,053   ","4,280,207   ",60.2   ,"4,109,742   ",57.8   ,"170,465   ",4.0   
37,North Carolina,2018,07,"8,035,907   ","4,919,403   ",61.2   ,"4,725,570   ",58.8   ,"193,833   ",3.9   
38,North Dakota,2018,07,"589,966   ","411,616   ",69.8   ,"402,404   ",68.2   ,"9,212   ",2.2   
39,Ohio,2018,07,"9,267,883   ","5,819,475   ",62.8   ,"5,560,160   ",60.0   ,"259,315   ",4.5   
40,Oklahoma,2018,07,"2,996,596   ","1,831,756   ",61.1   ,"1,774,746   ",59.2   ,"57,010   ",3.1   
41,Oregon,2018,07,"3,367,871   ","2,076,599   ",61.7   ,"1,995,609   ",59.3   ,"80,990   ",3.9   
42,Pennsylvania,2018,07,"10,389,955   ","6,501,502   ",62.6   ,"6,219,284   ",59.9   ,"282,218   ",4.3   
44,Rhode Island,2018,07,"888,057   ","572,236   ",64.4   ,"549,668   ",61.9   ,"22,568   ",3.9   
45,South Carolina,2018,07,"3,949,578   ","2,279,814   ",57.7   ,"2,204,853   ",55.8   ,"74,961   ",3.3   
46,South Dakota,2018,07,"663,256   ","457,564   ",69.0   ,"444,997   ",67.1   ,"12,567   ",2.7   
47,Tennessee,2018,07,"5,345,040   ","3,266,891   ",61.1   ,"3,152,360   ",59.0   ,"114,531   ",3.5   
48,Texas,2018,07,"21,448,620   ","13,700,824   ",63.9   ,"13,172,521   ",61.4   ,"528,303   ",3.9   
49,Utah,2018,07,"2,314,755   ","1,585,815   ",68.5   ,"1,539,373   ",66.5   ,"46,442   ",2.9   
50,Vermont,2018,07,"530,229   ","356,929   ",67.3   ,"347,799   ",65.6   ,"9,130   ",2.6   
51,Virginia,2018,07,"6,670,334   ","4,378,726   ",65.6   ,"4,257,711   ",63.8   ,"121,015   ",2.8   
53,Washington,2018,07,"5,948,164   ","3,816,067   ",64.2   ,"3,652,014   ",61.4   ,"164,053   ",4.3   
54,West Virginia,2018,07,"1,458,198   ","795,345   ",54.5   ,"754,974   ",51.8   ,"40,371   ",5.1   
55,Wisconsin,2018,07,"4,644,049   ","3,128,884   ",67.4   ,"3,034,303   ",65.3   ,"94,581   ",3.0   
56,Wyoming,2018,07,"445,437   ","292,953   ",65.8   ,"281,087   ",63.1   ,"11,866   ",4.1   
01,Alabama,2018,08,"3,914,228   ","2,243,996   ",57.3   ,"2,157,370   ",55.1   ,"86,626   ",3.9   
02,Alaska,2018,08,"545,571   ","355,011   ",65.1   ,"334,274   ",61.3   ,"20,737   ",5.8   
04,Arizona,2018,08,"5,445,576   ","3,341,526   ",61.4   ,"3,181,911   ",58.4   ,"159,615   ",4.8   
05,Arkansas,2018,08,"2,322,270   ","1,350,725   ",58.2   ,"1,302,919   ",56.1   ,"47,806   ",3.5   
06,California,2018,08,"30,982,632   ","19,299,752   ",62.3   ,"18,488,583   ",59.7   ,"811,169   ",4.2   
037,Los Angeles County,2018,08,"8,082,511   ","5,116,085   ",63.3   ,"4,881,100   ",60.4   ,"234,985   ",4.6   
08,Colorado,2018,08,"4,461,404   ","3,058,712   ",68.6   ,"2,962,957   ",66.4   ,"95,755   ",3.1   
09,Connecticut,2018,08,"2,911,249   ","1,936,517   ",66.5   ,"1,862,712   ",64.0   ,"73,805   ",3.8   
10,Delaware,2018,08,"773,965   ","479,524   ",62.0   ,"462,295   ",59.7   ,"17,229   ",3.6   
11,District of Columbia,2018,08,"562,060   ","394,414   ",70.2   ,"373,243   ",66.4   ,"21,171   ",5.4   
12,Florida,2018,08,"17,090,032   ","10,126,261   ",59.3   ,"9,765,658   ",57.1   ,"360,603   ",3.6   
13,Georgia,2018,08,"8,109,485   ","5,112,740   ",63.0   ,"4,914,711   ",60.6   ,"198,029   ",3.9   
15,Hawaii,2018,08,"1,124,609   ","691,084   ",61.5   ,"674,938   ",60.0   ,"16,146   ",2.3   
16,Idaho,2018,08,"1,350,214   ","864,741   ",64.0   ,"839,887   ",62.2   ,"24,854   ",2.9   
17,Illinois,2018,08,"10,133,552   ","6,563,463   ",64.8   ,"6,281,315   ",62.0   ,"282,148   ",4.3   
18,Indiana,2018,08,"5,228,673   ","3,396,268   ",65.0   ,"3,278,925   ",62.7   ,"117,343   ",3.5   
19,Iowa,2018,08,"2,475,768   ","1,718,668   ",69.4   ,"1,676,289   ",67.7   ,"42,379   ",2.5   
20,Kansas,2018,08,"2,234,694   ","1,488,425   ",66.6   ,"1,440,300   ",64.5   ,"48,125   ",3.2   
21,Kentucky,2018,08,"3,503,652   ","2,055,112   ",58.7   ,"1,968,146   ",56.2   ,"86,966   ",4.2   
22,Louisiana,2018,08,"3,584,603   ","2,106,387   ",58.8   ,"2,005,687   ",56.0   ,"100,700   ",4.8   
23,Maine,2018,08,"1,113,230   ","704,124   ",63.3   ,"681,300   ",61.2   ,"22,824   ",3.2   
24,Maryland,2018,08,"4,826,407   ","3,261,540   ",67.6   ,"3,142,975   ",65.1   ,"118,565   ",3.6   
25,Massachusetts,2018,08,"5,699,070   ","3,821,460   ",67.1   ,"3,692,376   ",64.8   ,"129,084   ",3.4   
26,Michigan,2018,08,"8,033,560   ","4,938,929   ",61.5   ,"4,738,274   ",59.0   ,"200,655   ",4.1   
27,Minnesota,2018,08,"4,422,939   ","3,082,818   ",69.7   ,"2,989,156   ",67.6   ,"93,662   ",3.0   
28,Mississippi,2018,08,"2,279,272   ","1,266,058   ",55.5   ,"1,204,495   ",52.8   ,"61,563   ",4.9   
29,Missouri,2018,08,"4,793,250   ","3,041,022   ",63.4   ,"2,950,482   ",61.6   ,"90,540   ",3.0   
30,Montana,2018,08,"846,644   ","534,572   ",63.1   ,"514,724   ",60.8   ,"19,848   ",3.7   
31,Nebraska,2018,08,"1,485,381   ","1,035,731   ",69.7   ,"1,005,592   ",67.7   ,"30,139   ",2.9   
32,Nevada,2018,08,"2,363,853   ","1,494,685   ",63.2   ,"1,434,660   ",60.7   ,"60,025   ",4.0   
33,New Hampshire,2018,08,"1,121,793   ","768,925   ",68.5   ,"749,086   ",66.8   ,"19,839   ",2.6   
34,New Jersey,2018,08,"7,316,729   ","4,611,011   ",63.0   ,"4,432,373   ",60.6   ,"178,638   ",3.9   
35,New Mexico,2018,08,"1,635,278   ","949,718   ",58.1   ,"905,087   ",55.3   ,"44,631   ",4.7   
36,New York,2018,08,"16,222,883   ","9,845,885   ",60.7   ,"9,459,747   ",58.3   ,"386,138   ",3.9   
51000,New York city,2018,08,"7,107,640   ","4,276,268   ",60.2   ,"4,106,062   ",57.8   ,"170,206   ",4.0   
37,North Carolina,2018,08,"8,044,780   ","4,919,292   ",61.1   ,"4,723,506   ",58.7   ,"195,786   ",4.0   
38,North Dakota,2018,08,"590,257   ","411,069   ",69.6   ,"401,953   ",68.1   ,"9,116   ",2.2   
39,Ohio,2018,08,"9,271,574   ","5,817,007   ",62.7   ,"5,558,675   ",60.0   ,"258,332   ",4.4   
40,Oklahoma,2018,08,"2,998,429   ","1,828,748   ",61.0   ,"1,772,597   ",59.1   ,"56,151   ",3.1   
41,Oregon,2018,08,"3,371,240   ","2,076,632   ",61.6   ,"1,994,018   ",59.1   ,"82,614   ",4.0   
42,Pennsylvania,2018,08,"10,392,975   ","6,502,633   ",62.6   ,"6,221,880   ",59.9   ,"280,753   ",4.3   
44,Rhode Island,2018,08,"888,477   ","571,787   ",64.4   ,"549,143   ",61.8   ,"22,644   ",4.0   
45,South Carolina,2018,08,"3,954,575   ","2,284,172   ",57.8   ,"2,208,194   ",55.8   ,"75,978   ",3.3   
46,South Dakota,2018,08,"663,893   ","457,350   ",68.9   ,"444,861   ",67.0   ,"12,489   ",2.7   
47,Tennessee,2018,08,"5,350,026   ","3,269,631   ",61.1   ,"3,154,823   ",59.0   ,"114,808   ",3.5   
48,Texas,2018,08,"21,479,027   ","13,702,378   ",63.8   ,"13,177,515   ",61.4   ,"524,863   ",3.8   
49,Utah,2018,08,"2,319,323   ","1,586,788   ",68.4   ,"1,540,430   ",66.4   ,"46,358   ",2.9   
50,Vermont,2018,08,"530,466   ","356,434   ",67.2   ,"347,569   ",65.5   ,"8,865   ",2.5   
51,Virginia,2018,08,"6,675,214   ","4,374,959   ",65.5   ,"4,254,879   ",63.7   ,"120,080   ",2.7   
53,Washington,2018,08,"5,955,839   ","3,822,311   ",64.2   ,"3,657,256   ",61.4   ,"165,055   ",4.3   
54,West Virginia,2018,08,"1,457,891   ","795,020   ",54.5   ,"755,112   ",51.8   ,"39,908   ",5.0   
55,Wisconsin,2018,08,"4,646,803   ","3,123,081   ",67.2   ,"3,028,830   ",65.2   ,"94,251   ",3.0   
56,Wyoming,2018,08,"445,659   ","292,930   ",65.7   ,"280,903   ",63.0   ,"12,027   ",4.1   
01,Alabama,2018,09,"3,916,904   ","2,246,632   ",57.4   ,"2,160,101   ",55.1   ,"86,531   ",3.9   
02,Alaska,2018,09,"545,588   ","354,415   ",65.0   ,"333,683   ",61.2   ,"20,732   ",5.8   
04,Arizona,2018,09,"5,455,247   ","3,351,981   ",61.4   ,"3,188,931   ",58.5   ,"163,050   ",4.9   
05,Arkansas,2018,09,"2,323,428   ","1,352,197   ",58.2   ,"1,303,757   ",56.1   ,"48,440   ",3.6   
06,California,2018,09,"30,994,913   ","19,300,343   ",62.3   ,"18,483,342   ",59.6   ,"817,001   ",4.2   
037,Los Angeles County,2018,09,"8,081,356   ","5,113,719   ",63.3   ,"4,877,606   ",60.4   ,"236,113   ",4.6   
08,Colorado,2018,09,"4,467,672   ","3,060,322   ",68.5   ,"2,964,255   ",66.3   ,"96,067   ",3.1   
09,Connecticut,2018,09,"2,911,923   ","1,937,971   ",66.6   ,"1,864,603   ",64.0   ,"73,368   ",3.8   
10,Delaware,2018,09,"774,951   ","479,275   ",61.8   ,"462,222   ",59.6   ,"17,053   ",3.6   
11,District of Columbia,2018,09,"562,203   ","393,980   ",70.1   ,"372,761   ",66.3   ,"21,219   ",5.4   
12,Florida,2018,09,"17,110,752   ","10,131,789   ",59.2   ,"9,773,009   ",57.1   ,"358,780   ",3.5   
13,Georgia,2018,09,"8,119,818   ","5,109,468   ",62.9   ,"4,911,509   ",60.5   ,"197,959   ",3.9   
15,Hawaii,2018,09,"1,124,718   ","688,755   ",61.2   ,"672,742   ",59.8   ,"16,013   ",2.3   
16,Idaho,2018,09,"1,353,402   ","866,283   ",64.0   ,"840,994   ",62.1   ,"25,289   ",2.9   
17,Illinois,2018,09,"10,134,549   ","6,565,242   ",64.8   ,"6,279,194   ",62.0   ,"286,048   ",4.4   
18,Indiana,2018,09,"5,232,390   ","3,392,436   ",64.8   ,"3,274,280   ",62.6   ,"118,156   ",3.5   
19,Iowa,2018,09,"2,477,320   ","1,719,372   ",69.4   ,"1,676,525   ",67.7   ,"42,847   ",2.5   
20,Kansas,2018,09,"2,235,622   ","1,487,959   ",66.6   ,"1,439,589   ",64.4   ,"48,370   ",3.3   
21,Kentucky,2018,09,"3,505,232   ","2,052,961   ",58.6   ,"1,966,105   ",56.1   ,"86,856   ",4.2   
22,Louisiana,2018,09,"3,585,227   ","2,103,348   ",58.7   ,"2,002,980   ",55.9   ,"100,368   ",4.8   
23,Maine,2018,09,"1,114,046   ","703,454   ",63.1   ,"680,450   ",61.1   ,"23,004   ",3.3   
24,Maryland,2018,09,"4,829,134   ","3,264,849   ",67.6   ,"3,145,393   ",65.1   ,"119,456   ",3.7   
25,Massachusetts,2018,09,"5,702,473   ","3,821,923   ",67.0   ,"3,693,988   ",64.8   ,"127,935   ",3.3   
26,Michigan,2018,09,"8,036,397   ","4,941,061   ",61.5   ,"4,737,567   ",59.0   ,"203,494   ",4.1   
